pwsid,pws_name
PA2590031,TIOGA BORO MUNICIPAL AUTHORITY
PA3060127,ABRAXAS ACADEMY
OR4100079,BAY CITY WATER SYSTEM
OR4101072,JOHNSON CREEK WATER SERVICE
OR4101515,ROW RIVER VALLEY WATER DIST
WI2650128,FONTANA WATER UTILITY
WI2650149,WALWORTH WATERWORKS
WA5301265,ALDERWOOD EAST
WA5301799,PETERSON-WHITTAKER
CA2800525,LA TIERRA HEIGHTS MUTUAL
WI7210108,LAONA SANITARY DIST
WA5380210,SKYLINE WATER SYSTEM INC
WI2650056,WHITEWATER WATERWORKS
WI4190087,KEYES LAKE MOBILE HOME PARK
AR0000003,CALICO ROCK WATERWORKS
AR0000287,KNOXVILLE WATERWORKS
AR0000166,SPARKMAN WATERWORKS
AR0000249,CUSHMAN WATER SYSTEM
AR0000411,BIGELOW WATERWORKS
OH6402503,GLENFORD VILLAGE PWS
OH5300312,RACINE VILLAGE PWS
OR4101488,WORKMAN AIR PARK #3
OR4101463,NORTH BAYSIDE ESTATES-SOUTH
AR0000462,BEE BRANCH WATER
CA3200134,BLAIRSDEN WATER USERS ASSN
AR0000596,COTTON PLANT WATERWORKS
AR0000669,COMPTON WATERWORKS
AZ0408046,LAGOON ESTATES WC UNIT 2
WY5600169,"YODER, TOWN OF"
AK2225511,WESTWOOD WATER COMPANY INC
AK2226410,IRIS CIRCLE WATER CORPORATION
FL3480962,ORLANDO UTILITIES COMMISSION (7 WPS)
CA3301676,THOMAS MOUNTAIN WATER COMPANY
AR0000738,GRAND PRAIRIE REGIONAL WATER
AR0000826,NORTH PIKE CO RURAL WATER ASSN
AR0000330,SCRANTON WATERWORKS
AR0000592,BEEBE WATERWORKS
AR0001075,NORTH HOWARD RURAL WATER ASSOCIATION
CA3610045,LACSD - RIMFOREST
CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT
CA1210010,SCOTIA CSD
CA1210024,WESTHAVEN C.S.D.
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY
CA1500516,TUT BROTHERS FARM #96
CA1500569,VALLEY VIEW ESTATES MUTUAL WATER CO
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC"
CA1900055,BLUE SKIES TRAILOR PARK
CA3600258,SKY FOREST MWC
CA4300542,SAN MARTIN COUNTY WATER DISTRICT
CA5610017,VENTURA WATER DEPARTMENT
IL0090050,MOUND STATION
IL0275350,NEW MEMPHIS PWD
FL4431891,MARTIN CO UTILITIES
CT0861021,MEADOWS APARTMENTS
WI8580532,HAYWARD WATER UTILITY
MA4350000,WRENTHAM WATER DIVISION
CT0690141,CRANBERRY BOG APARTMENTS
FL5110089,EVERGLADES  CITY
FL1304034,"PONCE DE LEON, TOWN OF"
FL1650792,WAKULLA WATER SYSTEM (RIVERSINK)
GA0090001,MILLEDGEVILLE
IL1070500,MIDDLETOWN
IL1190350,GRANTFORK
IN5202037,MAYSVILLE REGION. WATER & SEWER DISTRICT
FL6291170,DUNCAN'S MHP
ID6120022,MOORE WATER AND SEWER ASSN
FL6530772,HIGHLAND PARK
GA0690083,UPTON JUNCTION PHASE 11
GA0770003,SENOIA
GA1390127,MOUNT SHORES CONDO ASSOCIATION
GA1590015,JASPER COUNTY WATER AND SEWER AUTHORITY
GA1950012,HIDDEN FOREST SUBDIVISION
GA1950049,PATTERSON PLACE S/D
GA2050004,SALE CITY
GA2070012,WHISPERING PINES OF JULIETTE
GA2110056,GRAYSON POINT SUBDIVISION
GA2190006,NORTHWEST WOODS SUBDIVISION
GA2390000,GEORGETOWN
IN5279002,BATTLE GROUND WATER DISTRICT
IN5291007,LAKE HILL PARK - THAYER INC.
KS2002106,CHEROKEE CO RWD 2
ID1090240,ELK MOUNTAIN ACADEMY
ID1280023,SCENIC MOBILE ESTATES
ID1280155,SOUTH RIVER WATER ASSN
NV0000004,KINGSBURY GID
GA1830017,CALHOUN UTILITY
ID3370035,PIONEER MOBILE HOME PARK LLC
ID7100094,UCON CITY OF
ID7410004,DRIGGS CITY OF
IL1590050,CALHOUN
NJ1020001,MILFORD W DEPT
OH5200212,ECHO LAKE COMMUNITY ASSOCIATION
NJ1511007,SILVER PINE PARK LAND LLC
NJ1706001,AUBURN VILLAGE WATER SUP
NY3501336,CASTLE HIGH TRAILER PARK
NY4901200,WILLARD WATER DISTRICT
NY0600359,CLYMER WATER DISTRICT
PA6610011,PLUMER WATER COMPANY
OH0500112,AMESVILLE PUBLIC WATER SYSTEM
OH2801312,HOLLY HILL HEALTH CARE RESIDENCE
TX0140107,US ARMY SOUTH FORT HOOD
TX0160030,ROCKIN J RANCH SUBDIVISION
PA1230026,SOUTHPOINT HOMEOWNERS ASSOC
PA1460087,PERKIOMEN CROSSING
PA2590044,BLOSS TOWNSHIP WATERWORKS
OR4100046,ARLINGTON CITY WATER SUPPLY
OR4101334,RIMROCK WEST IMPRVMNT DIST
OR4101449,MARSHLAND WATER ASSOCIATION
OR4101479,TWILIGHT VIEW ESTATES
UTAH15004,CENTRAL ENTERPRISE WATER CO
UTAH21004,BROOKLYN TAPLINE CO INC
UTAH26100,HIDEOUT TOWN WATER SYSTEM
VA1077200,FAIRVIEW WATER SYSTEM
PA7360021,SCENIC VIEW
PA7360130,PARADISE MEADOWS
PA2580032,LAKE WALTER WATER ASSOCIATION
PA3060096,LYONS BORO
PA4140046,BLACK HAWK MOBILE HOME PARK
PA4140077,CENTRE HALL BORO WATER DEPT
PA4410180,LCWSA LIMESTONE WATER
PA4410187,WATERVILLE WATER ASSOC
SD4600508,RIVERSIDE MOBILE HOME COURT
PA5100099,MARION TWP WTP
TX0430009,TOWN OF PROSPER
TX0440016,RRA SAMNORWOOD WATER SYSTEM
TX0470002,CITY OF DE LEON
RI2980414,ECHO LAKE WATER DISTRICT
TX0920010,CITY OF CLARKSVILLE CITY
SC1020002,ST JOHN'S WATER (SC1020002)
SD4600140,GAYVILLE
SD4600161,HITCHCOCK
SD4600184,KIMBALL
SD4600205,MENNO
TX1700228,KIPLING OAKS 1
TN0000117,CLEVELAND UTILITIES
TN0000311,HORNBEAK UTILITY DISTRICT
TN0000369,FIRST UTIL DIST OF KNOX COUNTY
TN0000576,RICEVILLE UTILITY DISTRICT
TN0000813,GIBSON CO MUN WATER DIST #4
WA5380130,SKYLAND PARK WATER ASSOCIATION
TX0720036,BLUFF DALE WSC
TX0780014,RRA FOARD COUNTY WATER SYSTEM
TX0910008,CITY OF TOM BEAN
VA3131008,ARLINGTON PLANTATION
TX1011792,CYPRESS HILL SUBDIVISION
TX1070002,CITY OF MALAKOFF
TX1070239,BETHEL ASH WSC HALL PLANT
RI1900034,NASONVILLE WATER DISTRICT
TX1080022,AGUA SUD
TX1090030,POST OAK SUD
TX1120013,CORNERSVILLE WSC
TX1290004,CITY OF KEMP
TX1500018,WATER WORKS 1 FLOYD ACRES
TX1500037,LAKE BUCHANAN
TX1540004,ROCHELLE WSC
TX1550009,CITY OF WEST
TX1610086,MIDFIELD WSC
TX1630011,VALLEY MOBILE HOME PROPERTIES
TX1700639,BIG OAKS RANCHETTE SUBDIVISION
TX1700728,TIMBER LINE ESTATES
TX1700822,SJRA GRP SW TREATMENT PLANT
TX1700899,CAPRI ISLE WATER PLANT
TX1720013,BI COUNTY WSC 3
TX1870067,LAKE LIVINGSTON WILD COUNTRY LAKE ESTATE
TX1980011,NORTH HAMILTON HILL WSC
TX2370003,CITY OF WALLER
TX2460013,CITY OF LIBERTY HILL
TX2490001,CITY OF ALVORD
UTAH07001,DUCHESNE WATER SYSTEM
ID2250066,VILLAGE 21 WATER DIST
ID3140083,NOTUS CITY OF
ID3140107,SHALIMAR SUBD
ID4080024,HORSESHOE BEND WATER SUPPLY
ID5160035,OAKLEY CITY OF
ID6210006,FAIRVIEW WATER DIST
GA0450002,CARROLLTON
GA0710085,THORNRIDGE SUBDIVISION
GA0870007,RBE II
GA1170037,BEAVER RUIN SUBDIVISION
GA1230057,CHERRY LOG MTN.-GRANNY LAKE
GA1330007,ROCKY CREEK SUBDIVISION
GA1370001,BALDWIN
IL1070450,NEW HOLLAND
IL0755389,ARCADIA CARE
IL0870200,GOREVILLE
IL2015645,RAINBOW LANE MHP
KS2008714,"OSKALOOSA, CITY OF"
IN5257001,ALBION WATER & SEWER
KS2013108,"GOFF, CITY OF"
KY0110345,PARKSVILLE WATER DISTRICT
KY0250981,EAST CLARK CO WATER DISTRICT
KY0350134,FLEMINGSBURG UTILITY SYSTEM
KY0360026,SOUTHERN WATER & SEWER DISTRICT
KY1070144,FRANKLIN WATER WORKS
MA2282000,STERLING WATER DEPARTMENT
MD0050209,DOVER BRIDGE PARK
KY1170388,SEBREE WATER DEPARTMENT
ME0192711,VILLAGE AT ROCKPORT #2
MI0000570,"BELLAIRE, VILLAGE OF"
MI0000705,BIG CREEK/MENTOR UTILITY AUTHORITY
MI0002200,MCMILLAN TOWNSHIP
MI0002347,FONDA LAKE WATER AUTHORITY
MI0002480,FREEPORT
MI0005585,FRANKLIN-QUINCY WATER AUTHORITY
MI0005590,QUINNESEC
MI0005740,ROCKLAND TOWNSHIP
MI0005330,"PINCONNING, CITY OF"
MI0040656,COUNTRY MANOR
ME0000225,GOODWILL HOME ASSOCIATION
ME0090420,DANFORTH WATER DISTRICT
ME0090460,DIXFIELD WATER & SEWER DEPT
ME0090850,LIMERICK WATER DISTRICT
ME0091100,NEWPORT WATER DISTRICT
ME0091440,SEARSPORT WATER DISTRICT
ME0092060,SOUTH PENOBSCOT WATER ASSOCIATION
MT0003040,SUNRISE TERRACE SUBD NO 2
MT0004945,ASHLEY TRAILS
IL0890150,BURLINGTON
MI0002680,GOBLES
MA1306001,BROOKSIDE VILLAGE
MD0070238,WILLIAMS MOBILE HOME PARK
MI0040041,BALTIMORE TERRACE
MT0004993,NCMRWA ETHERIDGE TO CUTBANK
NC0105015,"JEFFERSON, TOWN OF"
NC0105102,BUFFALO MEADOWS S/D
NC0111025,"WEAVERVILLE, TOWN OF"
NC0160200,WILDWOOD GREEN/MCILWAINE
NC0161400,PENLAND SCHOOL OF CRAFTS
NC0201030,"GREEN LEVEL, TOWN OF"
MS0140007,GREEN ACRES W/A-NORTH
MS0140047,WATER ASSOCIATION OF MOON LAKE
MS0300064,COLONIAL ESTATES # 3
MS0340004,ERATA WATER ASSOCIATION
MS0340013,"WATER ASSOCIATION OF PINE GROVE, INC"
MS0530017,ROCK HILL WATER ASSOCIATION
NC0368020,ORANGE-ALAMANCE WATER SYSTEM
NC0392010,"RALEIGH, CITY OF"
NC2090010,GLENCROFT S/D
NE3105907,"MILLIGAN, VILLAGE OF"
NH0161010,BARTLETT VILLAGE PCT
NH0161020,LOWER BARTLETT WATER PCT
NH0411020,NORTH CHARLESTOWN WATER DEPT
NH0432040,PEU/SHAKER HEIGHTS
NH1843020,SANDY RIDGE ESTATES
NH1852020,PEU/GAGE HILL
NC0157144,DOWDLE TRACE S/D
NC1057008,THE GARDENS AT CAT CREEK
NC0363103,MOORE CO PUBLIC UTIL-HYLAND SD
WA5305965,BETHEL EAST
WA5308359,HENDERSON BOULEVARD
WA5336836,CEDAR GROVE MOBILE PARK
NH1282020,WENTWORTH COVE ESTATES
NH1942010,TENNEY BROOK II
NH2342010,175 ESTATES
NH2542030,PEU/W AND E
WA5307221,BLACK DIAMOND WATER DISTRICT
WA5363008,OCEAN SHORES WATER DEPT
AK2263010,NINA NICHOLSON SUBDIVISION
WI7290137,WONEWOC WATERWORKS
WY5600737,SQUAW CREEK WATER DISTRICT
AK2340230,KIANA WATER SYSTEM
AK2340442,SHAKTOOLIK WATER SYSTEM
AR0000153,MIDWAY WATER ASSOCIATION
AR0000205,VIOLA WATERWORKS
AR0000305,PORTIA WATERWORKS
AR0000509,MANSFIELD WATERWORKS
AR0000650,WILLISVILLE WATERWORKS
CA3600012,APPLE VALLEY VIEW MWC
CA4110027,WESTBOROUGH WATER DISTRICT
AZ0401056,ASPC APACHE
WY5601633,SUNSET RANCH WATER DISTRICT
CA2010009,BAKMAN WATER-ROLLING HILLS
CA2110003,NORTH MARIN WATER DISTRICT
CA2210851,CDF  & FP - MT. BULLION
CA2300604,POINT OF VIEW MUTUAL WATER CO
CA2710023,TASCO SPRECKELS WATER COMPANY
CA2800521,CIRCLE OAKS WATER DISTRICT
CA1000260,SANDY CREEK VILLAGE MHP
CA1210006,"FORTUNA, CITY OF"
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY
CA1500413,TEJON RANCH MAIN HEADQUARTERS
WI2681104,KNOLLCREST
CA3310038,RANCHO CALIFORNIA WATER DISTRICT
CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY
CT0860041,"KITEMAUG ORCHARD ASSOCIATION, INC."
CT1051021,MIAMI BEACH WATER COMPANY
CA5403217,OKIEVILLE HIGHLAND ACRES MWC
CA5500096,SIERRA TWAIN HARTE MHP
FL6094899,LUCKY HILLS
FL6290112,VALRICO HILLS TRAILER PARK
GA2410035,SYLVAN LAKE FALLS
IN5212005,MULBERRY WATER WORKS
IN5248017,ORESTES WATER WORKS
KY0420405,GRAVES CO WATER DIST - SOUTH GRAVES
KY0790216,JONATHAN CREEK WATER DISTRICT
KY1080425,TAYLORSVILLE WATER WORKS
MA1132008,ASHMERE WATER SERVICE
ME0090710,HOWLAND WATER DEPARTMENT
ME0091050,MOSCOW WATER DISTRICT
ME0092308,WINDERMERE APARTMENTS
ME0095595,BROOKSIDE MOBILE HOME COURT
ME0392711,VILLAGE AT ROCKPORT #4
MI0000050,AHMEEK
MI0001630,GRANT TOWNSHIP - COPPER HARBOR
MI0002110,"ELLSWORTH, VILLAGE OF"
MI0003550,"KALEVA, VILLAGE OF"
MI0003737,LAKE POINTE CONDOMINIUMS
MI0005220,"PECK, VILLAGE OF"
MI0005606,WEST PARK APARTMENTS
MS0610035,PRVWSD-HIGHWAY 43
MT0000451,CAROLS TRAILER COURT
MO5010752,SPARTA PWS
MS0040006,TOWN OF MCCOOL
MS0040003,ETHEL RURAL WATER ASSOCIATION
MI0006930,WATERVLIET
MI0040664,APPLE GROVE ESTATES
MS0070020,MT COMFORT W/A-BANNER
MS0300163,HELENA UTILITY DISTRICT
MS0360003,CAMPGROUND WATER ASSN
MS0360013,PUNKIN W/A #1
MS0420045,AMERICAS CATCH THE FARM
MS0450002,BEAR CREEK W/A -EAST
MS0460005,FOXWORTH WATER & SEWERAGE ASSN
MS0650001,CENTER RIDGE WATER ASSOCIATION
MS0710002,TOWN OF BURNSVILLE
MS0710008,SHORT-COLEMAN PARK WATER ASSN #3
MS0760006,CITY OF LELAND
MS0820004,CENTRAL YAZOO #1 FLETCHERS CH.
MS0820029,CENTRAL YAZOO #2
MT0000063,BEARCREEK MUNICIPAL WATER SYS
MT0000189,CORAM COUNTY WATER AND SEWER DISTRICT
MT0000530,CREEKSIDE MOTEL  RV AND TRLR PK
MT0000644,MOUNT PLEASANT ESTATES
MT0004588,SPANISH PEAKS MOUNTAIN CLUB
NC0459025,"HAMILTON, TOWN OF"
NC0136227,HOLLY FAYE MHP
NC0136342,SADDLEWOOD II S/D
NC0145169,CAMELOT S/D
NC0158101,WOLF LAUREL RESORT
NC0454010,"KINSTON, CITY OF"
NC0106104,LINVILLE LAND HARBOR
NC0150200,HIGHLANDS COVE S/D
NC0160264,BRADFIELD FARMS S/D
NH0162170,RIVER RUN CONDOS
NH0211010,BENNINGTON WATER DEPT
NH0342080,VALLEY VIEW CONDOS
NH0412010,MEADOWVIEW APTS
NH0512240,ROCKHOUSE MOUNTAIN
NH0583050,ROCK RIMMON COOPERATIVE
NH0612140,HI AND LO ESTATES
NH0862010,LOV WATER
NH0882190,DOCKHAM SHORES ESTATES
NH1332050,PEU/THURSTON WOODS
NH1842030,INDIAN MOUND GOLF CLUB
NH2302010,ASHUELOT RIVER APTS
NH2421010,GLENCLIFF IMPROVEMENT
NC4051008,"MICRO, TOWN OF (COUNTY LINE)"
NC4051012,WINSTON POINTE S/D
NC5063023,MOORE CO PUBLIC UTILITIES-WEST MOORE
NE3118501,"BARTLETT, VILLAGE OF"
NY0310345,CREEKSIDE (WINDSOR) MHP
NJ1406002,WINDY ACRES MOBILE HOME
NY1510497,ADIRONDACK CORRECTIONAL FACILITY
NY4404395,PARISHVILLE WATER DISTRICT #1
AZ0402027,SAN SIMON DWID
WY5600004,"BASIN, TOWN OF"
WY5600789,FREEDOM HILLS SUBDIVISION
AK2210566,TOP HAND TC
AK2220135,OASIS WATER - FIELD OF VIEW DIVISION
CA1400511,MEADOW LAKE APARTMENTS
CA1500364,KERNVALE MUTUAL WATER CO
AK2260252,AKUTAN
AK2271059,PLATINUM CITY WATER SYSTEM
NV0002526,OLD WASHOE ESTATES
AK2271211,TUNTUTULIAK WASHETERIA AND WATERING PT
AK2272016,NEW KASIGLUK WATER SYSTEM
AK2360159,GALENA WTP2 - GILA
AR0000169,MITCHELLVILLE WATERWORKS
AR0000099,KNOBEL WATERWORKS
AR0000202,PLEASANT VIEW WATER FAC BOARD
AR0000206,MAMMOTH SPRING WATERWORKS
AR0000227,OZAN WATERWORKS
AR0000413,PERRYVILLE WATERWORKS
AR0000452,HAZEN WATERWORKS
AR0000671,BUFFALO ISLAND REG WATER DIST
AR0000825,TULIP - PRINCETON WATER ASSN
AR0000878,WEST ASHLEY COUNTY WATER ASSN
AR0000472,SUNSET WATER ASSOCIATION
AR0000727,VAN BUREN COUNTY W U A
AR0000889,SOUTHWEST ARKANSAS WATER SYSTEM
CA4000506,WOODLAND PARK MUTUAL WATER CO
CA2700733,SAN JUAN RD WS #01
CA2702299,POST RANCH INN WS
CA3700905,PINE HILLS MUTUAL WATER COMPANY
FL1330748,JEFFERSON COMMUNITIES WATER SYSTEM
CT0231011,298-302 ALBANY TURNPIKE
FL6532234,"LAKE WALES, CITY OF"
ID7260035,ROBERTS CITY OF
GA0510259,SAVANNAH-SAVANNAH QUARTERS
GA1730019,BOYETTE FARMS
GA1950002,COMER
GA2150000,COLUMBUS
FL4430624,SOUTH MARTIN REGIONAL UTILITIES
FL6092326,CEDAR LAKE ESTATES
ID7220047,NEWDALE CITY OF
IL1450050,CUTLER
IL1671250,THAYER
ID1280080,HACKNEY WATER AND SEWER DIST
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT
IL0210300,MORRISONVILLE
ID4200022,GLENNS FERRY CITY OF
ID5240012,HAGERMAN CITY OF
ID5320006,SHOSHONE WATER WORKS
ID5420042,MURTAUGH CITY OF
NJ1603001,MANCHESTER UTILITIES AUTHORITY
NH2352020,PEU/NORTHERN SHORES
OH0401111,ROCK CREEK VILLAGE
OH2801612,LEADERS MHP PWS
NY5030103,PULTENEY WATER DISTRICT
PA2660010,MESHOPPEN BOROUGH WATER CO
OR4100267,"EAGLE POINT, CITY OF"
OR4100375,POWER CITY WATER CO-OP
OR4100403,"IRRIGON, CITY OF"
OR4100474,LAWRENCE SUBDIVISION WTR ASSN
OR4100497,MCMINNVILLE WATER & LIGHT
OR4100550,"MYRTLE CREEK, CITY OF"
OR4100692,"PRESCOTT, CITY OF"
PA5030016,TEMPLETON WATER CO
OR4100081,"BEAVERTON, CITY OF"
OR4100660,WEST SLOPE WATER DISTRICT
NY3510766,ROCK TERRACE TRAILER PARK
GA2590010,LOUVALE COMMUNITY
GA3210003,SYLVESTER
PA2640019,HILLTOP VILLAGE ASSOCIATION
PA3480066,BATH MUNICIPAL WATER WORKS
PA4050036,ST CLAIRSVILLE WATER COMPANY
PA4070058,GREENFIELD TWP MUNI AUTH
SC3920008,DACUSVILLE-CEDAR ROCK WT CO (SC3920008)
PA4180035,BEECH CREEK BOROUGH AUTHORITY
PA4180062,CRAWFORD TOWNSHIP AUTHORITY
PA4410033,TWIN HILLS MOBILE HOME PARK
SD4600025,ALPENA
SD4602277,CLARK RURAL WATER-KAMPESKA
SD4602289,NORTHERN LIGHTS MOBILE HOME PARK
PA5040008,AMBRIDGE WATER AUTH
TN0000969,WATTS BAR EAST U.D.
PA6160039,LUCINDA WATER CO
PA6200008,COCHRANTON BORO WATER DEPT
PA1090127,WARWICK TWP WATER & SEWER AUTH
PA1150109,BOROUGH OF ATGLEN
PA1460039,RED HILL WATER AUTHORITY
PA2080003,CANTON BOROUGH AUTHORITY
TX1440003,LEE COUNTY FWSD 1
TX1450006,HILLTOP LAKES WSC
TX1450019,EAST CEDAR CREEK WATER SYSTEM
TX1460009,HARDIN WSC
SD4600071,BROOKINGS MUNICIPAL UTILITIES
SD4600118,EMERY
SD4600181,KADOKA
SD4600237,PEEVER
SD4600273,EDELWEISS MOUNTAIN IMPROVEMENT ASSOC
SD4600288,SALEM
SD4600318,STICKNEY
TN0000286,HARPETH VALLEY U D
OR4193461,BREITENBUSH HOT SPRINGS
TN0000205,DUNLAP WATER SYSTEM
TN0000709,GIBSON CO MUN WATER DIST #1
TN0000817,JACKSON COUNTY UD #2
TX1720003,CITY OF NAPLES
TX1740012,LIBBY WSC
PA6610017,COOPERSTOWN WATER COMPANY
PA6620005,VALLEY VIEW VILLAGE MHP
PA7360004,LOG CABIN COURT
TX0880001,CITY OF GOLIAD
TX0900002,MCLEAN MUNICIPAL WATER SUPPLY
TX0930048,G & W WSC FIELD STORE
TX0980003,MORSE WSC
TX1010348,CITY OF HOUSTON UD 5 - KINGWOOD
TX1012794,ESTATES OF HOLLY LAKES
TX1040001,CITY OF HASKELL
TX1050121,GATEWAY ESTATES II
TX1200003,JACKSON COUNTY WCID 1
TX1240001,JIM HOGG COUNTY WCID 2
TX1260064,ROLLING OAKS SUBDIVISION
TX1330145,COMMUNITY WATER GROUP WSC
TX1460156,OAKS OF TRINITY SUBDIVISION
TX1460158,SOUTHERN CROSSING WATER SYSTEM PHASE 2
TX1530002,CITY OF TAHOKA
TX1540003,CITY OF MELVIN
TX1550006,CITY OF MOODY
TX1630009,CITY OF NATALIA
TX2250003,CITY OF WINFIELD
TX2260038,WEST TEXAS BOYS RANCH
TX2270069,ARROYO DOBLE WATER SYSTEM
TX2320051,FRIO CIELO RANCH ASSOCIATION WATER SYSTE
UTAH02021,SOUTH WILLARD
TX0280013,MARTINDALE WSC
TX0430043,NORTH FARMERSVILLE WSC
TX0430050,WESTON WSC
TX0430055,NORTH COLLIN SUD
TX0570034,CITY OF CARROLLTON
TX0610003,CITY OF JUSTIN
TX0610026,GREEN SPRINGS WSC
TX0640002,CITY OF CARRIZO SPRINGS
TX0740021,BARTLEY WOODS WSC
TX0770002,CITY OF LOCKNEY
TX0790296,CITY OF SUGAR LAND - GREATWOOD
WI4200490,COUNTRY AIRE MOBILE HOME PARK
UTAH18143,EMIGRATION IMPROVEMENT DISTRICT
VA2125382,NELSON COUNTY - PINEY RIVER
WI2413464,MEADOWS CONDOMINIUMS ASSOC LTD
WI2460823,WATERS EDGE CONDOMINIUM ASSOCIATION
WA5337550,KALAMA CITY OF
WA5341998,KING COUNTY WATER DISTRICT #125
WI8550459,TONY WATERWORKS
KY0700162,GRAND RIVERS WATER SYSTEM
KY0790173,HARDIN WATER DEPARTMENT
WI7371500,EDGEWOOD COUNTRY ESTATES
ME0003990,PHEASANT HILL MHP
ME0091080,NEW SHARON WATER DISTRICT
ME0091370,RICHMOND UTILITIES DISTRICT
ME0092100,READFIELD CORNER WATER ASSOCIATION
MA1143000,HUNTINGTON WATER DEPT
MA2151001,CHERRY VALLEY/ ROCHDALE WATER DISTRICT
MA4245000,RAYNHAM CENTER WATER DISTRICT
MI0005205,PARMA TOWNSHIP-AMBERTON VILL.
MI0005925,SANILAC TOWNSHIP
MS0020005,TOWN OF RIENZI
MS0030001,COLES WATER ASSOCIATION #1
MS0060012,TOWN OF MERIGOLD
MS0150010,NORTHEAST COPIAH WATER ASSN
MS0160001,COLD SPRINGS WATER ASSOCIATION
MS0200001,COMBINED UTILITIES
MS0240271,SUTTER WATER SERVICE-MAGNOLIA SPRINGS
MS0240274,ECHCPUD-DESOTO TRAILS SUBDIVISION
MS0350001,TOWN OF DEKALB
MS0450019,PRVWSD-MAIN HARBOR
MS0790005,OLD RIVER WATER ASSN
MD0210018,TOWN OF SMITHSBURG DISTRIBUTION SYSTEM
NC0459030,"JAMESVILLE, TOWN OF"
WI6060232,NELSON WATER & SEWER DEPT
MS0610009,TOWN OF FLORENCE
MS0610036,PRVWSD-PELAHATCHIE BAY
MS0630002,TOWN OF CARY
MS0640009,OKATOMA WATER ASSOCIATION #1
MS0700009,SPOUT SPRINGS W/A
MT0000007,SOUTH CHESTER WATER DIST
MT0000022,WORDEN BALLANTINE YELLOWSTONE
MT0000174,CHINOOK  CITY OF
MT0000262,BIGFORK COUNTY WATER AND SEWER
MT0000327,SEELEY LAKE WATER DISTRICT
MT0000338,SUNBURST  TOWN OF
MT0000450,BIG PINES TRAILER COURT
MT0000570,HIGHLAND PARK UTILITIES ASSN
MT0000580,TWO BUTTES WATER USERS ASSN
MT0002464,MILLTOWN COMMUNITY PWS SYSTEM
MT0002514,YELLOWTAIL DAM GC LOWER SYSTEM
MT0002814,EAST WOOD VILLAGE TRAILER PARK
MT0002956,PRYOR CREEK WATER ASSN
NC0496155,WALNUT CREEK VILLAGE
NC3099029,YADKIN CO WATER - HWY 21
NC4392174,MEADOW GLEN S/D
NE3103102,"CROOKSTON, VILLAGE OF"
NE3109509,"JANSEN, VILLAGE OF"
NE3110301,"SPRINGVIEW, VILLAGE OF"
NE3110505,"DIX, VILLAGE OF"
NC0122101,CHATUGE VILLAGE
NC1088008,PRESERVE AT ROCK CREEK
MT0000274,LIBBY  CITY OF
MT0000426,HELENA RV AND MOBILE HOME PARK
NE3114501,"DANBURY, VILLAGE OF"
NE3115503,"CERESCO, VILLAGE OF"
NJ1904007,COLBY WATER CO
NH0102020,VILLAGE AT RIVERBEND
NH0751010,ENFIELD WATER DEPT
NH1722020,SLOPE N SHORE CLUB
AK2260066,NEWHALEN WATER SYSTEM
AK2292186,CRBRHA MCKINLEY BLDG WATER SUPPLY
NC0363040,"CAMERON, TOWN OF"
NC0363138,SKYLINE ESTATES MH S/D
NC0382030,HARRELLS WATER CORP
NC0383020,"WAGRAM, TOWN OF"
NC0446045,HERTFORD COUNTY RURAL WATER
OR4100252,"DAYTON, CITY OF"
OR4100266,CURRINSVILLE MOBILE HOME PARK
OR4100542,"MORO, CITY OF"
OR4100644,BURLINGTON WATER DISTRICT
OR4101518,CSWA CHEHALEM SPRINGS
PA1150013,IMPERIAL MOBILE HOME PARK
PA6620031,SHEFFIELD TWP MUNICIPAL AUTH
PA7360166,HERITAGE EST MOBILE HOMES
PA7360183,HOUSTON RUN COMMUNITY
PA2400036,COUNTRY CREST MHP
PA2400051,VALLEY VIEW MHP
PA3060058,BERKS HILL ESTATES
PA3540021,MOREA CITIZENS WATER COMPANY
PA4110006,CAMBRIA TWP WATER AUTH
PA4550022,SHAMOKIN DAM BOROUGH
PA5650098,FAIRFIELD MANOR MHP
PA6170034,UNION TWP MUNICIPAL AUTHORITY
TX1011983,HARRIS COUNTY MUD 217
TX1270002,CITY OF HAMLIN
SD4600015,SPRING CANYON WATER COMPANY
SD4600106,DELMONT
SD4600388,BRITTON
TX1700604,RIVERWALK SUBDIVISION
OR4100626,"PILOT ROCK, CITY OF"
TX1700628,PARADISE COVE WATER SYSTEM
TX1700644,NORTH LAKE ESTATES
TN0000119,CLIFTON WATER DEPT
TN0000374,LA FOLLETTE UTILITIES BOARD
TN0000424,MADISON SUBURBAN UD
TN0000471,MONTEREY WATER DEPT
TN0000514,ANDERSON COUNTY WATER AUTHORITY
TX1990010,MOUNT ZION WSC
TX2280012,GLENDALE WSC
TX2290007,CYPRESS CREEK WSC
TX2490010,CITY OF PARADISE
TX2490011,SLIDELL WSC
TX2490018,T L WATER JONES ACRES
TX0030031,HHSC LUFKIN STATE SUPPORTED LIVING CENT
